blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blueKd/a,redKd/a,blueFirstTowerLane_['BOT_LANE'],blueFirstTowerLane_['MID_LANE'],blueFirstTowerLane_['TOP_LANE'],blueFirstTowerLane_[],blueDragnoType_['AIR_DRAGON'],blueDragnoType_['EARTH_DRAGON'],blueDragnoType_['FIRE_DRAGON'],blueDragnoType_['WATER_DRAGON'],blueDragnoType_[],redDragnoType_['AIR_DRAGON'],redDragnoType_['EARTH_DRAGON'],redDragnoType_['FIRE_DRAGON'],redDragnoType_['WATER_DRAGON'],redDragnoType_[],redFirstTowerLane_['BOT_LANE'],redFirstTowerLane_['MID_LANE'],redFirstTowerLane_['TOP_LANE'],redFirstTowerLane_[],blueWins
19399,4229,34,6.8,249,32,0,9,2,15,14,2,1,0,1,0,0,1,0,1,1,1,13749,2199,32,6.4,178,48,0,2,9,4,17,3,0,0,0,0,0,0,0,0,0,0,12.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
14382,1715,33,6.6,213,38,0,3,11,4,18,1,0,0,0,0,0,0,0,0,0,1,18565,2478,38,7.6,234,58,0,11,3,13,13,8,0,0,0,0,0,0,0,0,0,0,0.6363636363636364,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
32261,2436,55,11.0,93,0,0,22,25,49,33,0,0,0,0,0,0,0,0,0,0,0,33903,2878,55,11.0,108,0,0,25,22,61,0,0,1,0,1,1,0,0,0,0,0,0,2.84,3.909090909090909,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
14580,4040,33,6.6,212,44,0,2,8,4,18,5,0,0,0,0,0,0,0,0,0,0,17668,2923,35,7.0,255,44,0,8,2,10,17,6,0,0,0,0,0,0,0,0,0,0,0.75,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
19656,5081,36,7.2,216,41,0,11,8,12,17,3,1,0,1,0,1,0,0,0,0,0,16511,1486,32,6.4,186,46,0,8,11,12,15,5,0,0,0,0,0,0,0,0,0,0,2.875,1.8181818181818181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16919,2114,36,7.2,217,53,0,7,5,7,19,4,0,0,0,0,0,0,0,1,1,1,15822,2397,34,6.8,232,37,0,5,7,7,59,5,0,0,0,0,0,0,0,0,0,0,2.8,1.7142857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17208,3863,34,6.8,219,42,0,9,6,11,40,13,0,0,0,0,0,0,0,0,0,0,16407,2917,33,6.6,209,51,0,6,9,7,45,4,0,0,0,0,0,0,0,1,1,0,3.3333333333333335,1.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
17437,2887,36,7.2,234,56,0,7,5,4,15,0,0,0,0,0,0,0,0,0,0,0,15171,2436,36,7.2,188,64,0,5,7,2,13,2,0,0,0,0,0,0,0,0,0,1,2.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
15808,3683,35,7.0,226,48,0,5,5,4,16,4,0,0,0,0,0,0,0,0,0,0,16283,4758,36,7.2,230,52,0,5,5,5,17,2,0,0,0,0,0,0,0,0,0,0,1.8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17211,1248,35,7.0,192,51,0,6,5,4,23,0,1,0,1,0,1,0,0,0,0,1,16438,4573,34,6.8,194,67,0,5,6,9,15,3,0,0,0,0,0,0,0,1,1,0,2.0,2.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16568,1243,33,6.6,206,49,0,8,11,6,23,3,0,0,0,0,0,0,0,1,1,0,18782,3537,35,7.0,214,50,0,11,8,13,16,3,0,0,0,0,0,0,0,0,0,0,1.2727272727272727,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14530,2340,32,6.4,203,38,0,3,5,4,15,5,0,0,0,0,0,0,0,0,0,0,17751,4241,36,7.2,274,61,0,5,3,4,36,3,0,0,0,0,0,0,0,0,0,1,1.4,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
17640,2890,37,7.4,243,65,0,8,2,7,38,3,0,0,0,0,0,0,0,0,0,0,14858,3083,35,7.0,216,63,0,2,8,4,26,6,0,0,0,0,0,0,0,1,1,0,7.5,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
46956,7966,47,9.4,256,92,0,28,22,22,25,1,0,1,6,1,3,2,1,0,0,0,34977,2552,43,8.6,173,15,0,22,28,29,16,1,1,0,2,1,0,1,0,1,1,0,2.272727272727273,1.8214285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
17251,3481,35,7.0,222,53,0,9,6,9,18,8,0,0,0,0,0,0,0,1,1,0,16160,2610,34,6.8,226,52,0,6,9,3,22,5,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
19248,3383,35,7.0,187,45,0,13,6,20,22,5,0,0,0,0,0,0,0,0,0,1,16477,3277,33,6.6,210,46,0,6,13,6,19,8,0,0,0,0,0,0,0,1,1,0,5.5,0.9230769230769231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
17725,2525,35,7.0,235,58,0,8,7,10,37,7,0,0,0,0,0,0,0,0,0,0,16786,3761,35,7.0,243,51,0,7,8,8,16,3,0,0,0,0,0,0,0,0,0,0,2.5714285714285716,1.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15009,3789,33,6.6,221,40,0,3,4,3,16,4,0,0,0,0,0,0,0,0,0,0,15495,4870,36,7.2,240,43,0,4,3,6,23,2,0,0,0,0,0,0,0,0,0,0,1.5,3.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14989,3009,35,7.0,232,56,0,3,3,2,16,2,0,0,0,0,0,0,0,1,1,0,15242,4637,36,7.2,237,44,0,3,3,4,53,4,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,2.3333333333333335,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14532,1157,29,5.8,138,24,0,7,14,10,18,3,0,0,0,0,0,0,0,0,0,0,19799,2644,36,7.2,196,48,0,14,7,14,14,3,0,0,0,0,0,0,0,0,0,0,1.2142857142857142,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
28407,3507,54,10.8,171,36,0,13,18,14,13,0,1,0,1,0,0,1,0,0,0,0,29273,3048,52,10.4,217,24,0,18,13,11,24,2,0,0,1,0,1,0,0,0,0,0,1.5,2.230769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
18266,2441,35,7.0,198,29,0,13,10,11,19,5,0,0,0,0,0,0,0,1,1,0,18047,1667,34,6.8,215,36,0,10,13,10,20,6,0,0,0,0,0,0,0,0,0,0,2.4,1.5384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14630,2600,33,6.6,220,35,0,3,6,2,18,5,0,0,0,0,0,0,0,0,0,0,16420,3670,34,6.8,216,52,0,6,3,9,24,7,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
14376,2856,32,6.4,203,46,0,3,8,4,24,4,0,0,0,0,0,0,0,0,0,0,18047,2932,36,7.2,264,45,0,8,3,9,15,5,0,0,0,0,0,0,0,0,0,0,0.875,5.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
20309,2934,37,7.4,207,43,0,15,8,16,15,3,0,0,0,0,0,0,0,1,1,0,18428,3928,36,7.2,233,36,0,8,15,10,20,5,0,0,0,0,0,0,0,0,0,0,3.875,1.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15432,2810,36,7.2,261,48,0,3,4,3,21,6,0,0,0,0,0,0,0,0,0,0,15686,1511,35,7.0,235,48,0,4,3,9,21,11,0,0,0,0,0,0,0,0,0,0,1.5,4.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16087,3132,33,6.6,229,45,0,5,4,7,15,3,0,0,0,0,0,0,0,0,0,0,15213,2303,33,6.6,227,46,0,4,5,7,11,5,0,0,0,0,0,0,0,1,1,0,3.0,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
18867,3317,37,7.4,235,64,0,11,2,10,17,3,0,0,0,0,0,0,0,0,0,0,14059,1454,31,6.2,177,52,0,2,11,3,18,1,0,0,0,0,0,0,0,1,1,0,10.5,0.45454545454545453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
44523,3198,46,9.2,216,4,0,37,36,36,16,2,1,0,1,0,0,1,0,0,0,0,44144,3794,46,9.2,203,8,0,36,37,40,61,0,0,0,0,0,0,0,0,0,0,0,2.0277777777777777,2.054054054054054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16159,2799,33,6.6,190,37,0,7,10,6,19,10,0,0,0,0,0,0,0,0,0,0,18197,1212,35,7.0,220,48,0,10,7,9,20,3,0,0,0,0,0,0,0,0,0,0,1.3,2.7142857142857144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
19001,4126,37,7.4,209,36,0,12,8,19,15,3,0,0,0,0,0,0,0,0,0,1,17413,1821,35,7.0,234,43,0,8,12,8,22,1,0,0,0,0,0,0,0,1,1,0,3.875,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16157,2727,35,7.0,215,56,0,4,1,7,21,4,0,0,0,0,0,0,0,0,0,0,14644,3072,34,6.8,207,68,0,1,4,2,24,5,0,0,0,0,0,0,0,0,0,0,11.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16955,3880,35,7.0,215,44,0,7,8,16,38,0,0,0,0,0,0,0,0,0,0,0,17214,4189,34,6.8,201,52,0,8,7,10,36,3,0,0,0,0,0,0,0,1,1,1,2.875,2.5714285714285716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18694,3993,37,7.4,236,72,0,10,6,14,31,7,0,0,0,0,0,0,0,0,0,0,16903,1883,35,7.0,232,56,0,6,10,7,25,8,0,0,0,0,0,0,0,0,0,0,4.0,1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
13964,2579,32,6.4,230,41,0,1,2,2,14,4,0,0,0,0,0,0,0,1,1,0,14413,2313,33,6.6,239,40,0,2,1,2,15,3,0,0,0,0,0,0,0,0,0,0,1.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15547,3832,35,7.0,223,45,0,4,8,4,16,7,0,0,0,0,0,0,0,0,0,0,17537,2702,37,7.4,237,60,0,8,4,6,64,4,0,0,0,0,0,0,0,1,1,1,1.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
16277,2977,35,7.0,186,40,0,9,6,7,17,4,0,0,0,0,0,0,0,0,0,1,16296,3131,34,6.8,236,40,0,6,9,4,23,4,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,1.1111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
14138,4893,34,6.8,211,48,0,1,2,1,15,9,0,0,0,0,0,0,0,0,0,0,15427,3777,34,6.8,240,56,0,2,1,1,16,2,0,0,0,0,0,0,0,1,1,0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16551,1771,35,7.0,224,50,0,6,5,8,18,3,0,0,0,0,0,0,0,0,0,0,16400,2360,35,7.0,228,56,0,5,6,5,15,4,0,0,0,0,0,0,0,1,1,1,2.8,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
16502,2452,35,7.0,234,53,0,5,3,5,22,1,0,0,0,0,0,0,0,1,1,0,15636,3251,36,7.2,233,60,0,3,5,3,36,2,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,1.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16309,3734,35,7.0,248,57,0,5,3,6,17,7,0,0,0,0,0,0,0,1,1,0,15277,3402,33,6.6,244,42,0,3,5,4,22,5,0,0,0,0,0,0,0,0,0,0,3.6666666666666665,1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
17403,1578,34,6.8,236,43,0,7,6,11,15,2,0,0,0,0,0,0,0,0,0,0,16703,2416,36,7.2,225,50,0,6,7,7,18,4,0,0,0,0,0,0,0,1,1,0,3.0,1.8571428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14815,1515,35,7.0,224,42,0,3,8,3,17,2,0,0,0,0,0,0,0,0,0,0,17541,3631,36,7.2,246,37,0,8,3,11,18,5,0,0,0,0,0,0,0,0,0,0,0.75,6.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16934,2714,32,6.4,158,43,0,10,12,9,15,0,0,0,0,0,0,0,0,0,0,0,17936,3411,35,7.0,192,28,0,12,10,9,60,1,0,0,0,0,0,0,0,0,0,0,1.5833333333333333,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
15847,3997,37,7.4,207,52,0,6,6,6,13,0,0,0,0,0,0,0,0,0,0,0,17384,4109,36,7.2,255,48,0,6,6,8,14,1,0,0,0,0,0,0,0,0,0,0,2.0,2.3333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17921,3956,36,7.2,225,53,0,10,5,8,17,6,0,0,0,0,0,0,0,1,1,0,14881,2671,33,6.6,203,35,0,5,10,4,22,2,0,0,0,0,0,0,0,0,0,0,3.6,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17763,4588,36,7.2,248,56,0,5,5,4,19,4,1,0,1,0,1,0,0,1,1,1,16173,2173,35,7.0,235,59,0,5,5,2,23,2,0,0,0,0,0,0,0,0,0,0,1.8,1.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16364,4549,33,6.6,196,43,0,6,9,9,19,3,0,0,0,0,0,0,0,0,0,0,17520,1280,35,7.0,196,55,0,9,6,12,18,6,0,0,0,0,0,0,0,1,1,0,1.6666666666666667,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
34384,4409,57,11.4,118,0,0,25,19,60,28,0,1,0,1,1,0,0,0,0,0,0,32658,1713,55,11.0,111,0,0,19,25,49,28,0,0,0,1,1,0,0,0,0,0,0,4.473684210526316,2.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
15308,3233,34,6.8,203,60,0,4,3,3,17,6,0,0,0,0,0,0,0,0,0,1,16076,1029,35,7.0,249,60,0,3,4,3,19,6,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
29050,4910,50,10.0,97,0,0,9,12,26,0,0,0,0,0,0,0,0,0,0,0,0,31029,11494,52,10.4,118,0,0,12,9,41,0,0,1,0,1,1,0,0,0,0,0,0,2.9166666666666665,5.888888888888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20568,3543,37,7.4,243,47,0,12,4,19,20,4,0,0,0,0,0,0,0,0,0,0,14314,1429,32,6.4,152,44,0,4,12,8,16,1,0,0,0,0,0,0,0,1,1,0,7.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18444,3419,35,7.0,242,36,0,12,2,14,12,2,0,0,0,0,0,0,0,1,1,0,14048,3438,32,6.4,196,55,0,2,12,1,15,4,0,0,0,0,0,0,0,0,0,0,13.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
32894,6034,55,11.0,110,0,0,25,20,58,2,0,0,0,0,0,0,0,0,0,0,0,31753,5003,53,10.6,100,0,0,20,25,49,0,0,0,0,0,0,0,0,0,0,0,0,4.15,2.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
14815,3155,35,7.0,209,45,0,3,5,2,19,4,0,0,0,0,0,0,0,1,1,0,16524,3659,37,7.4,250,44,0,5,3,6,20,7,0,0,0,0,0,0,0,0,0,0,1.0,3.6666666666666665,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
19394,6264,36,7.2,204,37,0,11,8,15,15,6,1,0,1,0,1,0,0,0,0,1,17671,4901,36,7.2,228,40,0,8,11,9,17,2,0,0,0,0,0,0,0,1,1,0,3.25,1.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15724,2984,34,6.8,219,48,0,6,7,7,87,5,0,0,0,0,0,0,0,1,1,0,17445,3445,36,7.2,236,56,0,7,6,10,37,7,0,0,0,0,0,0,0,0,0,0,1.8571428571428572,2.8333333333333335,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
17538,2493,34,6.8,230,55,0,8,8,8,17,5,0,0,0,0,0,0,0,0,0,0,17773,1683,34,6.8,245,34,0,8,8,7,14,3,0,0,0,0,0,0,0,0,0,0,2.0,1.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17182,3414,33,6.6,229,32,0,9,7,9,23,7,0,0,0,0,0,0,0,0,0,0,17082,4567,35,7.0,207,59,0,7,9,9,20,4,0,0,0,0,0,0,0,0,0,0,2.5714285714285716,1.7777777777777777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
17107,1562,34,6.8,223,42,0,8,6,13,16,4,0,0,0,0,0,0,0,0,0,0,15679,2019,32,6.4,210,56,0,6,8,6,17,2,0,0,0,0,0,0,0,1,1,0,3.5,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
14806,3651,33,6.6,215,52,0,2,14,1,20,4,0,0,0,0,0,0,0,0,0,0,19595,4910,37,7.4,235,44,0,14,2,20,19,3,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
16317,3442,35,7.0,242,62,0,2,3,4,24,5,0,0,0,0,0,0,0,0,0,0,16014,3338,34,6.8,222,54,0,3,2,8,22,5,0,0,0,0,0,0,0,1,1,0,2.0,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
17011,1420,33,6.6,194,43,0,9,7,13,19,1,0,0,0,0,0,0,0,0,0,0,17296,3121,33,6.6,211,44,0,7,9,6,14,2,0,0,0,0,0,0,0,0,0,0,3.142857142857143,1.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15413,1718,36,7.2,233,42,0,4,10,3,17,3,0,0,0,0,0,0,0,0,0,0,18412,4672,37,7.4,245,48,0,10,4,5,17,5,0,0,0,0,0,0,0,1,1,0,0.7,3.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16151,3466,33,6.6,179,56,0,7,6,7,21,7,0,0,0,0,0,0,0,1,1,0,16070,4245,33,6.6,206,64,0,6,7,9,22,3,0,0,0,0,0,0,0,0,0,0,2.3333333333333335,2.142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
15769,5194,34,6.8,246,49,0,4,4,3,21,1,0,0,0,0,0,0,0,0,0,0,15434,5209,34,6.8,216,42,0,4,4,7,14,5,0,0,0,0,0,0,0,1,1,0,1.75,2.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
15900,965,32,6.4,205,33,0,7,16,8,13,3,0,0,0,0,0,0,0,0,0,0,20484,4434,39,7.8,231,63,0,16,7,16,15,4,0,0,0,0,0,0,0,1,1,0,0.9375,4.571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16409,3032,34,6.8,205,55,0,7,7,7,16,4,0,0,0,0,0,0,0,0,0,0,16534,3399,36,7.2,221,60,0,7,7,4,16,6,0,0,0,0,0,0,0,1,1,0,2.0,1.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
14943,2378,34,6.8,217,52,0,3,8,4,25,5,0,0,0,0,0,0,0,0,0,0,17976,2174,35,7.0,268,53,0,8,3,8,18,10,0,0,0,0,0,0,0,1,1,0,0.875,5.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16397,2732,35,7.0,230,57,0,6,4,6,18,4,0,0,0,0,0,0,0,0,0,0,14781,1976,33,6.6,207,45,0,4,6,4,17,6,0,0,0,0,0,0,0,0,0,0,3.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
16516,3306,36,7.2,257,62,0,4,7,4,14,6,0,0,0,0,0,0,0,0,0,0,16574,3232,35,7.0,210,67,0,7,4,13,21,6,0,0,0,0,0,0,0,0,0,1,1.1428571428571428,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
19398,2753,37,7.4,234,67,0,12,4,10,36,6,0,0,0,0,0,0,0,0,0,1,15576,1696,34,6.8,239,37,0,4,12,4,16,7,0,0,0,0,0,0,0,1,1,0,5.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
16993,1723,37,7.4,269,60,0,5,2,6,24,5,0,0,0,0,0,0,0,1,1,0,14647,1957,34,6.8,219,52,0,2,5,2,17,3,0,0,0,0,0,0,0,0,0,0,5.5,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
